As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Statistical Area 2,Number of offences
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Yuendumu - Anmatjere,4
1/03/2020,2017,1,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,5
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,Alice Springs,-,16
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,-,9
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,Katherine,-,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Alligator,4
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Anindilyakwa,11
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Barkly,4
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,East Arnhem,10
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Elsey,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Gulf,7
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Howard Springs,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Petermann - Simpson,3
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Sandover - Plenty,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Tanami,9
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Thamarrurr,6
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Tiwi Islands,5
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Victoria River,8
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,West Arnhem,9
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,NT Balance,Yuendumu - Anmatjere,3
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,Palmerston,-,7
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,DV,Tennant Creek,-,3
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Alice Springs,-,16
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,-,14
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Katherine,-,6
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Alligator,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Anindilyakwa,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Barkly,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,East Arnhem,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Gulf,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Howard Springs,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Thamarrurr,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Tiwi Islands,2
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,West Arnhem,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,NT Balance,Yuendumu - Anmatjere,1
1/03/2020,2017,1,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Palmerston,-,8
1/03/2020,2017,1,Acts intended to cause injury,Other acts intended to cause injury,-,-,Palmerston,-,3
1/03/2020,2017,1,Acts intended to cause injury,Other acts intended to cause injury,-,-,Tennant Creek,-,1
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,Alice Springs,-,50
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,-,83
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,Katherine,-,5
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,Nhulunbuy,-,2
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Alligator,4
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Anindilyakwa,7
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Barkly,3
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Daly,3
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,East Arnhem,4
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Elsey,11
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Gulf,5
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,1
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Humpty Doo,5
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Petermann - Simpson,2
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Sandover - Plenty,6
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tanami,3
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Thamarrurr,3
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tiwi Islands,12
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Virginia,7
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Weddell,1
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,West Arnhem,14
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,4
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,-,9
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins actual,-,-,Tennant Creek,-,7
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins attempted,-,-,Alice Springs,-,8
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,-,8
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,East Arnhem,1
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Gulf,1
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Tiwi Islands,1
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,West Arnhem,5
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,-,5
1/03/2020,2017,1,Commercial break-ins,Commercial break-ins attempted,-,-,Tennant Creek,-,1
1/03/2020,2017,1,Homicide and related Offences,Murder,-,-,Tennant Creek,-,1
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,Alice Springs,-,77
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,Darwin,-,73
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,Katherine,-,18
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,Nhulunbuy,-,2
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Alligator,6
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Anindilyakwa,2
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Daly,3
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,East Arnhem,5
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Elsey,2
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,12
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,1
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,2
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Petermann - Simpson,2
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Sandover - Plenty,3
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Tanami,3
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Thamarrurr,3
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Tiwi Islands,9
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Victoria River,5
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Weddell,1
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,West Arnhem,4
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,3
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,Palmerston,-,39
1/03/2020,2017,1,House break-ins,House break-ins actual,-,-,Tennant Creek,-,12
1/03/2020,2017,1,House break-ins,House break-ins attempted,-,-,Alice Springs,-,10
1/03/2020,2017,1,House break-ins,House break-ins attempted,-,-,Darwin,-,14
1/03/2020,2017,1,House break-ins,House break-ins attempted,-,-,Katherine,-,1
1/03/2020,2017,1,House break-ins,House break-ins attempted,-,-,NT Balance,Alligator,4
1/03/2020,2017,1,House break-ins,House break-ins attempted,-,-,NT Balance,Daly,1
1/03/2020,2017,1,House break-ins,House break-ins attempted,-,-,NT Balance,Gulf,1
1/03/2020,2017,1,House break-ins,House break-ins attempted,-,-,NT Balance,Tanami,1
1/03/2020,2017,1,House break-ins,House break-ins attempted,-,-,NT Balance,Tiwi Islands,2
1/03/2020,2017,1,House break-ins,House break-ins attempted,-,-,NT Balance,West Arnhem,1
1/03/2020,2017,1,House break-ins,House break-ins attempted,-,-,Palmerston,-,9
1/03/2020,2017,1,House break-ins,House break-ins attempted,-,-,Tennant Creek,-,2
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,-,21
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,-,44
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Katherine,-,7
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Alligator,2
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Anindilyakwa,2
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,East Arnhem,1
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Gulf,1
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,2
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Humpty Doo,2
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Sandover - Plenty,1
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Thamarrurr,1
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Tiwi Islands,2
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Virginia,1
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Yuendumu - Anmatjere,1
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,-,21
1/03/2020,2017,1,Motor theft and related offences,Illegal use of a motor vehicle,-,-,Tennant Creek,-,4
1/03/2020,2017,1,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Alice Springs,-,24
1/03/2020,2017,1,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,-,46
1/03/2020,2017,1,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Katherine,-,1
1/03/2020,2017,1,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Nhulunbuy,-,1
1/03/2020,2017,1,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Tanami,1
1/03/2020,2017,1,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Virginia,1
1/03/2020,2017,1,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Weddell,1
1/03/2020,2017,1,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,-,16
1/03/2020,2017,1,Motor theft and related offences,Theft of motor vehicle parts or contents,-,-,Tennant Creek,-,1
1/03/2020,2017,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Alice Springs,-,7
1/03/2020,2017,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,-,3
1/03/2020,2017,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,East Arnhem,4
1/03/2020,2017,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Tiwi Islands,2
1/03/2020,2017,1,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,-,5
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,Alice Springs,-,193
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,Darwin,-,260
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,Katherine,-,28
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,Nhulunbuy,-,3
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Alligator,5
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Anindilyakwa,22
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Barkly,4
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Daly,3
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,East Arnhem,16
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Elsey,8
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Gulf,18
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,6
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,3
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Petermann - Simpson,10
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Sandover - Plenty,3
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Tanami,1
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Thamarrurr,8
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Tiwi Islands,22
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Victoria River,5
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Virginia,5
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Weddell,5
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,West Arnhem,18
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,5
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,Palmerston,-,88
1/03/2020,2017,1,Property Damage Offences,Property damage offences,-,-,Tennant Creek,-,26
1/03/2020,2017,1,Robbery - extortion and related offences,Robbery,-,-,Alice Springs,-,2
1/03/2020,2017,1,Robbery - extortion and related offences,Robbery,-,-,Darwin,-,5
1/03/2020,2017,1,Robbery - extortion and related offences,Robbery,-,-,NT Balance,Anindilyakwa,1
1/03/2020,2017,1,Robbery - extortion and related offences,Robbery,-,-,Palmerston,-,1
1/03/2020,2017,1,Sexual Assault and related offences,Non-assaultive sexual offences,-,-,Darwin,-,2
1/03/2020,2017,1,Sexual Assault and related offences,Sexual assault,-,-,Alice Springs,-,8
1/03/2020,2017,1,Sexual Assault and related offences,Sexual assault,-,-,Darwin,-,14
1/03/2020,2017,1,Sexual Assault and related offences,Sexual assault,-,-,Katherine,-,5
1/03/2020,2017,1,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Barkly,2
1/03/2020,2017,1,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,East Arnhem,2
1/03/2020,2017,1,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Elsey,1
1/03/2020,2017,1,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Gulf,1
1/03/2020,2017,1,Sexual Assault and related offences,Sexual assault,-,-,NT Balance,Sandover - Plenty,1
